NAME_2,NAME_3,lat,long,avg_rainfall,max_rainfall,elevation,slope,ndvi,month,year,landcover_class,population_density,drainage_density,distance_to_river,banjir
Sigi,Sigi_Kec_20,0.556329,124.176347,88.28,158.23,281.97,8.46,0.317,2,2020,Agriculture,76.26,2.286,447.16,0
Banggai Kepulauan,Banggai Kepulauan_Kec_18,-0.604798,123.851334,133.81,159.7,231.11,13.05,-0.057,9,2022,Agriculture,375.6,5.35,645.52,0
Donggala,Donggala_Kec_14,-0.679312,119.913154,188.12,234.27,228.02,37.26,0.421,9,2017,Tree Cover,233.06,0.81,372.05,0
Parigi Moutong,Parigi Moutong_Kec_19,-1.551199,122.270996,135.49,135.52,115.52,26.26,0.736,3,2019,Tree Cover,1003.29,2.556,237.02,0
Tojo Una-Una,Tojo Una-Una_Kec_15,0.895572,120.175266,115.27,201.51,65.06,14.82,0.504,12,2023,Tree Cover,43.91,5.016,731.65,0
Poso,Poso_Kec_1,0.899275,122.4042,123.28,173.11,481.15,13.56,0.454,8,2022,Tree Cover,59.7,0.311,246.98,0
Tolitoli,Tolitoli_Kec_8,-0.562369,123.371115,207.47,319.68,78.02,28.13,0.642,7,2023,Tree Cover,157.5,3.956,21.8,0
Parigi Moutong,Parigi Moutong_Kec_11,0.873363,121.80736,195.18,245.7,132.69,4.98,0.3,1,2020,Tree Cover,1206.66,1.62,2344.97,0
Banggai Kepulauan,Banggai Kepulauan_Kec_8,1.148887,119.715364,149.3,190.35,396.1,25.02,0.464,9,2024,Built-up,2264.31,4.028,164.87,0
Banggai Kepulauan,Banggai Kepulauan_Kec_5,0.727213,121.244426,73.55,91.7,19.39,18.16,0.447,8,2019,Agriculture,963.66,1.325,1048.08,0
Morowali Utara,Morowali Utara_Kec_2,-1.398403,122.65509,175.86,222.69,386.54,14.94,0.477,3,2020,Agriculture,875.47,1.538,1034.44,0
Tojo Una-Una,Tojo Una-Una_Kec_17,0.745942,120.913437,178.54,241.35,159.26,21.93,0.459,5,2024,Agriculture,115.51,4.733,2188.19,0
Morowali Utara,Morowali Utara_Kec_17,-0.632881,120.580581,139.69,212.17,294.11,15.08,0.339,3,2020,Tree Cover,74.05,4.074,383.33,0
Tojo Una-Una,Tojo Una-Una_Kec_4,0.308595,122.937766,145.65,160.12,172.16,28.07,0.141,11,2017,Bareland,234.04,2.498,836.56,0
Tojo Una-Una,Tojo Una-Una_Kec_8,-1.643461,120.662327,235.39,290.63,315.9,32.75,0.331,2,2016,Agriculture,119.14,0.078,481.98,0
Banggai,Banggai_Kec_1,0.135314,120.838678,128.6,215.47,389.21,8.42,0.311,8,2019,Tree Cover,185.15,1.385,324.59,0
Parigi Moutong,Parigi Moutong_Kec_5,0.3601,119.902255,191.2,257.01,225.73,6.14,0.292,8,2015,Tree Cover,88.26,3.219,915.7,0
Poso,Poso_Kec_8,-1.702973,119.645729,126.43,164.85,3.66,15.55,0.296,1,2022,Agriculture,352.78,3.147,113.4,0
Palu,Palu_Kec_16,-1.541863,120.385753,112.68,212.7,345.42,12.15,0.226,4,2018,Tree Cover,145.97,1.36,336.65,0
Sigi,Sigi_Kec_15,-0.855112,123.357729,145.57,227.81,813.76,22.13,-0.022,9,2015,Built-up,728.94,0.12,104.41,0
Tolitoli,Tolitoli_Kec_19,-1.07022,119.823262,109.46,148.48,500.01,13.95,0.451,9,2022,Agriculture,927.06,2.656,403.63,0
Tojo Una-Una,Tojo Una-Una_Kec_15,1.013795,121.711014,136.0,268.11,481.0,4.75,0.6,1,2016,Tree Cover,130.02,4.426,1754.46,0
Buol,Buol_Kec_5,-0.939785,122.41943,132.46,193.75,35.59,14.53,0.279,4,2016,Tree Cover,414.46,1.693,206.36,0
Sigi,Sigi_Kec_12,0.391892,121.096585,160.6,220.88,128.03,13.31,0.524,12,2016,Tree Cover,187.72,1.8,67.91,0
Banggai Laut,Banggai Laut_Kec_15,0.480173,120.002722,186.59,246.29,39.5,21.82,-0.066,6,2024,Built-up,738.22,0.834,581.24,0
Banggai Laut,Banggai Laut_Kec_1,-1.383323,124.474938,129.62,214.44,230.98,16.78,0.397,10,2022,Agriculture,1384.37,1.379,568.76,0
Morowali Utara,Morowali Utara_Kec_11,0.085863,121.589311,155.88,189.49,86.39,28.29,0.5,7,2024,Agriculture,385.64,4.714,925.37,0
Poso,Poso_Kec_14,-1.13133,123.299435,54.34,101.94,165.73,5.27,0.217,5,2020,Tree Cover,509.99,0.106,507.48,0
Tolitoli,Tolitoli_Kec_20,1.117133,123.186027,164.54,269.97,143.97,11.06,0.407,3,2019,Agriculture,272.37,4.467,1835.91,0
Buol,Buol_Kec_3,-1.751386,120.806979,147.08,174.42,790.93,14.88,-0.173,12,2015,Built-up,397.0,3.746,324.93,0
Morowali,Morowali_Kec_2,-0.467762,121.755771,200.73,207.6,10.73,10.05,0.068,7,2018,Built-up,262.94,2.838,1577.92,1
Banggai Laut,Banggai Laut_Kec_12,-1.084672,121.079965,197.66,226.23,134.7,26.2,0.4,11,2021,Agriculture,278.94,2.889,371.61,0
Donggala,Donggala_Kec_13,0.744973,119.859446,153.21,157.37,76.11,11.7,0.159,3,2020,Bareland,82.25,4.318,377.14,0
Tojo Una-Una,Tojo Una-Una_Kec_20,-0.257677,120.226489,231.71,281.53,70.67,5.39,0.627,2,2024,Tree Cover,166.54,0.559,201.24,0
Palu,Palu_Kec_12,0.859575,123.753167,139.95,141.71,118.38,20.99,0.641,2,2015,Tree Cover,574.02,5.773,77.26,0
Morowali,Morowali_Kec_6,-0.723626,123.007175,119.37,223.96,181.17,34.28,0.529,3,2021,Tree Cover,349.2,0.641,966.57,0
Banggai Laut,Banggai Laut_Kec_18,0.45292,123.838618,134.53,142.99,539.48,17.82,0.674,2,2016,Tree Cover,201.45,5.232,5.0,0
Tolitoli,Tolitoli_Kec_3,0.893645,121.138763,146.79,206.11,109.35,30.3,0.549,4,2023,Tree Cover,225.81,3.582,1477.52,0
Banggai,Banggai_Kec_7,0.341288,120.460009,105.44,130.68,36.34,31.2,0.293,6,2019,Agriculture,164.07,3.694,252.43,0
Morowali,Morowali_Kec_8,0.724727,123.78963,173.35,174.62,115.9,27.04,0.141,6,2016,Built-up,1083.33,0.109,867.48,0
Donggala,Donggala_Kec_16,-1.419505,122.210958,135.47,207.24,807.62,8.14,0.197,4,2021,Built-up,232.6,5.852,32.02,0
Buol,Buol_Kec_19,0.155995,123.616916,164.79,216.8,82.41,28.55,0.439,9,2018,Agriculture,299.63,1.12,1410.05,0
Buol,Buol_Kec_8,-0.441632,120.403793,142.03,237.39,34.77,7.46,0.604,3,2023,Tree Cover,26.47,2.466,783.96,0
Morowali,Morowali_Kec_12,0.531138,120.002327,135.7,210.32,195.92,21.24,0.433,4,2016,Tree Cover,129.75,2.822,145.47,0
Banggai,Banggai_Kec_14,-0.787297,121.416875,97.2,162.21,382.12,12.75,0.212,2,2022,Tree Cover,210.58,5.781,1189.18,0
Palu,Palu_Kec_3,1.090399,120.200588,192.27,280.06,344.61,11.26,0.147,4,2020,Bareland,1958.48,1.958,1080.83,0
Morowali,Morowali_Kec_15,0.656755,123.310902,109.92,184.91,21.43,11.75,-0.076,5,2016,Bareland,486.01,5.819,3557.08,0
Banggai,Banggai_Kec_17,-0.055579,122.210337,110.64,149.95,16.47,19.65,0.076,11,2017,Agriculture,1099.69,2.407,1306.33,1
Tojo Una-Una,Tojo Una-Una_Kec_18,-0.974728,124.108228,137.03,217.66,0.94,8.75,0.478,10,2021,Tree Cover,90.49,2.873,1102.38,0
Tojo Una-Una,Tojo Una-Una_Kec_20,1.140755,120.699043,186.09,260.2,150.77,22.09,0.214,7,2016,Tree Cover,1075.45,3.058,239.82,0
Buol,Buol_Kec_3,-0.239031,123.393743,64.68,170.3,25.53,24.59,0.836,2,2024,Tree Cover,681.84,0.404,711.6,0
Parigi Moutong,Parigi Moutong_Kec_15,-0.132588,123.376886,149.52,197.49,273.84,3.86,0.07,8,2021,Agriculture,116.15,2.224,1446.0,0
Donggala,Donggala_Kec_13,-0.864336,121.784893,110.04,193.31,25.45,15.87,0.158,1,2020,Agriculture,159.89,1.192,271.6,0
Poso,Poso_Kec_3,-0.782231,124.312067,129.09,129.2,20.1,10.94,0.718,2,2017,Tree Cover,156.3,2.55,630.03,0
Donggala,Donggala_Kec_6,-1.730512,123.817266,160.0,244.36,56.26,22.07,0.441,3,2017,Tree Cover,301.22,2.191,363.07,0
Donggala,Donggala_Kec_5,-1.279768,121.711081,73.29,116.7,82.23,30.79,0.723,11,2021,Tree Cover,411.27,3.225,209.7,0
Tojo Una-Una,Tojo Una-Una_Kec_5,0.822915,120.103433,156.24,293.77,320.29,24.98,0.559,1,2019,Built-up,2274.38,2.125,163.35,0
Parigi Moutong,Parigi Moutong_Kec_17,-1.410926,122.898613,148.73,150.24,80.01,42.54,0.524,7,2022,Tree Cover,75.2,3.904,84.36,0
Banggai Laut,Banggai Laut_Kec_1,0.784703,123.300131,143.48,194.87,54.72,11.33,0.507,2,2017,Tree Cover,1104.48,4.053,1315.69,0
Poso,Poso_Kec_14,-0.660273,121.253649,100.9,155.43,541.87,22.47,0.273,4,2022,Agriculture,308.83,1.841,581.53,0
Tojo Una-Una,Tojo Una-Una_Kec_12,-1.469122,121.294665,195.13,230.69,301.44,38.14,0.354,7,2017,Tree Cover,383.36,4.496,102.92,0
Tojo Una-Una,Tojo Una-Una_Kec_1,-1.316143,122.161643,193.26,250.75,47.25,13.87,0.531,4,2016,Built-up,2472.51,0.355,690.05,0
Poso,Poso_Kec_7,-0.055569,120.76303,211.78,297.69,155.09,15.89,0.261,3,2022,Agriculture,306.68,0.066,25.97,1
Palu,Palu_Kec_8,-1.042172,119.906145,121.88,168.11,277.59,41.97,0.267,5,2017,Tree Cover,150.42,0.372,616.92,0
Morowali Utara,Morowali Utara_Kec_19,-1.338057,122.050736,213.42,282.17,3.53,15.14,0.338,3,2015,Tree Cover,259.48,0.304,2376.66,0
Banggai Laut,Banggai Laut_Kec_11,-0.924135,124.33455,145.61,190.76,114.34,31.14,0.474,2,2022,Tree Cover,536.4,2.953,1365.3,0
Banggai Kepulauan,Banggai Kepulauan_Kec_17,0.648441,120.178596,81.16,132.4,59.85,6.36,0.214,12,2015,Tree Cover,294.06,2.656,850.62,0
Tojo Una-Una,Tojo Una-Una_Kec_10,-1.282039,119.662622,216.06,238.39,63.69,25.28,0.837,7,2020,Tree Cover,221.84,4.78,887.23,0
Banggai Kepulauan,Banggai Kepulauan_Kec_5,-0.605548,120.098748,125.85,195.99,116.11,13.3,0.271,7,2018,Tree Cover,158.7,3.398,542.36,1
Sigi,Sigi_Kec_9,-1.081097,124.236165,204.24,233.55,61.95,33.97,0.566,3,2020,Tree Cover,1738.93,5.84,606.2,0
Parigi Moutong,Parigi Moutong_Kec_16,-0.748261,122.497874,137.72,190.6,84.42,17.75,0.117,6,2022,Bareland,343.2,1.497,206.04,0
Poso,Poso_Kec_2,0.972,122.657935,193.7,245.64,187.52,17.63,0.556,11,2022,Tree Cover,79.75,3.759,672.57,0
Sigi,Sigi_Kec_12,-1.035368,124.298869,100.38,139.72,379.76,9.63,0.363,5,2020,Tree Cover,194.99,2.441,821.98,0
Tojo Una-Una,Tojo Una-Una_Kec_6,-0.321626,122.125125,145.02,177.94,61.17,33.38,0.68,11,2024,Tree Cover,409.38,1.493,119.29,0
Banggai Kepulauan,Banggai Kepulauan_Kec_6,0.95597,123.761563,149.9,217.1,177.8,6.19,0.074,5,2021,Built-up,682.95,4.415,128.92,0
Banggai,Banggai_Kec_10,-1.149968,120.970721,109.3,183.24,64.99,21.81,0.214,9,2020,Agriculture,123.37,4.61,1127.9,0
Sigi,Sigi_Kec_5,-1.234719,123.569909,161.33,238.6,8.93,9.8,0.151,4,2019,Agriculture,222.56,5.354,1161.13,0
Parigi Moutong,Parigi Moutong_Kec_4,1.060796,122.61094,117.27,175.21,120.03,4.45,0.28,10,2017,Agriculture,236.38,4.103,290.07,1
Morowali,Morowali_Kec_19,-0.388736,122.611991,160.83,189.93,382.37,10.81,0.155,9,2015,Agriculture,338.7,3.033,289.28,0
Tojo Una-Una,Tojo Una-Una_Kec_9,-0.157577,121.029813,138.31,191.97,67.11,12.72,0.41,8,2016,Tree Cover,434.71,1.388,412.71,0
Sigi,Sigi_Kec_7,-1.414887,120.782019,238.01,241.65,170.4,12.28,-0.062,6,2021,Built-up,236.93,4.586,668.93,0
Tolitoli,Tolitoli_Kec_2,0.288631,121.754915,27.28,110.45,352.43,11.75,0.556,2,2022,Tree Cover,565.48,2.466,276.43,0
Banggai Laut,Banggai Laut_Kec_11,0.786832,123.821866,116.03,171.08,191.9,24.31,0.289,11,2021,Tree Cover,106.36,4.902,893.43,0
Sigi,Sigi_Kec_12,-1.773024,122.218236,171.39,237.47,57.78,20.18,0.086,12,2024,Bareland,1711.78,5.147,845.24,0
Banggai,Banggai_Kec_6,-0.829655,121.603428,235.2,246.91,335.29,11.61,0.383,3,2024,Tree Cover,427.4,4.197,1608.9,0
Donggala,Donggala_Kec_1,-1.233841,122.740633,176.04,237.48,142.66,14.09,0.31,7,2023,Tree Cover,583.42,3.833,1050.8,0
Tojo Una-Una,Tojo Una-Una_Kec_5,0.762801,120.069252,64.1,111.23,93.1,9.14,0.105,11,2020,Bareland,953.89,0.284,418.14,0
Morowali,Morowali_Kec_5,-1.285587,120.097086,111.52,115.81,209.45,4.66,0.196,8,2024,Agriculture,190.25,0.263,96.17,1
Tolitoli,Tolitoli_Kec_18,0.557932,121.524361,142.55,243.47,144.47,20.81,0.23,7,2016,Tree Cover,731.63,2.043,567.98,0
Banggai Laut,Banggai Laut_Kec_10,0.481948,121.170172,175.65,260.65,542.59,4.35,0.292,11,2023,Tree Cover,328.05,2.15,58.54,0
Poso,Poso_Kec_19,-0.830979,121.192283,141.07,245.41,64.68,17.84,0.329,4,2021,Agriculture,84.88,1.131,211.99,0
Buol,Buol_Kec_19,-0.858508,119.986733,194.62,226.39,325.93,19.13,0.209,8,2018,Tree Cover,87.56,2.948,30.01,0
Morowali,Morowali_Kec_4,-1.054531,122.490982,120.06,206.4,52.25,30.97,0.487,8,2020,Tree Cover,724.85,3.14,430.22,0
Palu,Palu_Kec_5,0.797064,123.827703,226.82,230.59,5.71,22.86,0.226,11,2024,Agriculture,253.37,5.949,2146.78,0
Poso,Poso_Kec_1,-0.840933,120.710853,77.91,123.73,83.44,4.61,0.175,6,2020,Bareland,1227.09,1.093,265.82,0
Banggai Kepulauan,Banggai Kepulauan_Kec_8,-0.071519,119.878732,206.76,230.54,82.21,27.84,0.222,11,2021,Tree Cover,84.94,4.723,4118.68,0
Morowali,Morowali_Kec_3,-1.156409,122.980401,304.93,316.68,55.14,17.05,0.49,8,2019,Tree Cover,409.18,4.906,274.54,1
Palu,Palu_Kec_20,1.114365,124.249109,235.54,277.52,177.2,20.59,0.07,12,2024,Built-up,143.57,5.591,193.18,0
Parigi Moutong,Parigi Moutong_Kec_19,0.727156,123.084538,222.64,261.65,432.2,13.9,0.712,8,2016,Tree Cover,337.26,4.501,133.46,0
Banggai,Banggai_Kec_8,0.289637,120.848255,95.26,131.71,111.87,5.89,0.303,9,2020,Tree Cover,314.28,0.25,2089.93,0
Parigi Moutong,Parigi Moutong_Kec_1,0.292778,123.388614,37.93,76.89,153.87,19.46,0.631,4,2024,Tree Cover,140.22,2.793,214.56,0
Donggala,Donggala_Kec_18,-0.715915,122.362265,133.35,179.39,88.67,25.57,0.125,4,2019,Built-up,2225.03,4.585,2241.26,0
Tojo Una-Una,Tojo Una-Una_Kec_3,1.003648,123.603049,188.1,251.85,107.39,20.71,0.376,7,2023,Tree Cover,317.84,2.127,24.37,0
Parigi Moutong,Parigi Moutong_Kec_16,1.029488,119.553764,114.94,192.76,409.98,10.5,-0.051,10,2018,Bareland,233.87,1.475,368.47,0
Banggai Kepulauan,Banggai Kepulauan_Kec_20,0.642014,120.506062,149.09,194.09,130.69,36.53,-0.003,11,2023,Built-up,174.77,5.438,5.0,1
Palu,Palu_Kec_12,-1.692128,120.102728,115.02,154.11,146.15,3.84,0.317,2,2015,Tree Cover,1086.43,5.396,632.09,0
Sigi,Sigi_Kec_14,-1.471465,122.839114,160.84,233.64,185.84,6.85,0.423,9,2022,Tree Cover,316.54,3.226,1126.12,0
Morowali Utara,Morowali Utara_Kec_12,0.082851,119.783427,138.04,185.16,340.74,38.37,0.63,7,2019,Tree Cover,140.71,2.388,682.94,1
Palu,Palu_Kec_10,-1.285471,120.99927,218.34,308.49,244.93,33.15,0.405,3,2020,Tree Cover,231.41,1.951,856.46,0
Morowali,Morowali_Kec_10,0.820578,122.498427,140.66,193.76,51.6,3.75,0.471,10,2015,Tree Cover,566.21,4.953,168.05,1
Banggai,Banggai_Kec_3,-0.975656,123.384074,181.78,287.02,379.68,17.59,0.163,12,2024,Agriculture,135.2,4.056,435.78,0
Tolitoli,Tolitoli_Kec_15,0.856567,123.100464,154.4,216.9,622.0,23.13,0.362,9,2021,Tree Cover,159.57,0.978,106.92,0
Buol,Buol_Kec_15,0.697643,123.253594,252.92,307.85,46.0,27.46,0.313,5,2022,Tree Cover,317.09,2.41,216.81,0
Sigi,Sigi_Kec_14,-0.432449,122.509792,131.46,178.63,330.29,5.46,0.246,12,2024,Tree Cover,702.19,2.871,580.39,0
Sigi,Sigi_Kec_19,-0.071658,121.784866,285.0,350.59,95.28,27.47,0.219,2,2016,Agriculture,147.08,0.255,172.12,1
Sigi,Sigi_Kec_7,1.116364,122.135445,91.76,172.99,791.49,39.84,0.494,6,2021,Tree Cover,285.94,2.56,96.46,0
Tojo Una-Una,Tojo Una-Una_Kec_17,-0.194464,122.749347,102.1,145.9,264.91,3.9,0.27,1,2015,Tree Cover,413.09,1.283,1898.09,0
Donggala,Donggala_Kec_19,-1.211488,123.182727,159.25,217.35,395.03,8.25,0.517,1,2022,Tree Cover,695.98,5.621,220.95,0
Buol,Buol_Kec_13,1.070996,120.833248,158.56,216.74,100.5,28.69,0.485,11,2017,Agriculture,271.65,5.045,791.45,1
Palu,Palu_Kec_14,0.428168,123.138517,188.72,239.8,68.53,5.35,0.506,7,2023,Tree Cover,162.29,3.265,15.86,1
Banggai Laut,Banggai Laut_Kec_9,1.099425,121.023269,138.09,173.79,470.61,9.8,0.397,6,2022,Tree Cover,219.02,5.842,987.91,0
Sigi,Sigi_Kec_18,-0.473851,122.935655,195.03,277.36,32.05,16.11,0.256,2,2016,Tree Cover,435.22,1.354,57.76,1
Tolitoli,Tolitoli_Kec_19,-1.303123,124.220663,141.26,168.17,80.03,13.31,0.364,6,2020,Agriculture,90.28,4.279,413.56,1
Parigi Moutong,Parigi Moutong_Kec_6,0.089613,121.315404,165.92,239.22,322.37,29.98,-0.096,2,2019,Bareland,760.97,5.818,578.26,0
Poso,Poso_Kec_18,0.687511,119.835517,110.4,152.46,118.99,9.66,0.509,11,2017,Tree Cover,250.6,1.304,329.14,0
Tojo Una-Una,Tojo Una-Una_Kec_2,-0.004245,121.662149,185.59,250.12,218.75,31.35,0.426,7,2017,Tree Cover,196.89,0.073,1765.36,0
Banggai Kepulauan,Banggai Kepulauan_Kec_10,-0.590312,121.329831,177.33,237.45,501.53,8.08,0.482,9,2019,Tree Cover,454.83,2.083,343.91,0
Banggai,Banggai_Kec_15,0.982745,122.51213,183.62,215.89,27.06,20.56,0.176,12,2015,Agriculture,308.77,0.153,56.68,1
Palu,Palu_Kec_1,-0.94911,121.090452,206.87,245.55,56.79,20.64,0.602,5,2017,Tree Cover,107.51,1.752,2163.34,0
Sigi,Sigi_Kec_9,-1.476898,119.913633,128.27,172.04,136.66,10.08,0.336,7,2021,Tree Cover,694.44,1.082,112.01,1
Banggai Laut,Banggai Laut_Kec_16,0.266407,121.866528,108.51,165.92,220.33,7.84,0.611,3,2024,Tree Cover,189.6,4.865,1145.28,0
Donggala,Donggala_Kec_10,1.007132,120.569933,169.67,245.81,204.76,16.79,0.192,5,2021,Bareland,351.25,5.533,548.8,1
Sigi,Sigi_Kec_16,-0.737698,123.931829,123.7,154.32,461.66,18.25,0.235,4,2016,Agriculture,255.61,5.951,1693.14,0
Palu,Palu_Kec_4,-0.019478,122.010476,89.68,145.91,208.6,0.71,0.234,2,2018,Tree Cover,364.2,5.392,1509.65,0
Tojo Una-Una,Tojo Una-Una_Kec_3,-1.071761,122.576594,169.29,210.85,200.25,15.93,0.152,8,2020,Built-up,177.57,1.756,1040.41,0
Tolitoli,Tolitoli_Kec_12,0.001928,121.738316,166.35,223.35,114.37,18.75,0.1,3,2022,Built-up,625.84,4.238,488.94,0
Tojo Una-Una,Tojo Una-Una_Kec_19,1.119754,119.873826,133.92,171.51,618.13,5.71,0.339,4,2021,Tree Cover,325.68,0.206,1427.86,0
Poso,Poso_Kec_16,0.652355,120.310834,149.02,184.84,44.53,13.04,0.384,9,2022,Agriculture,177.3,0.71,219.14,0
Morowali,Morowali_Kec_17,0.795239,123.515672,275.06,369.95,290.26,19.47,0.114,6,2024,Built-up,338.95,0.249,408.46,1
Banggai Kepulauan,Banggai Kepulauan_Kec_1,0.585718,123.253088,140.14,215.51,138.11,3.37,-0.153,12,2023,Bareland,230.09,3.17,71.61,0
Sigi,Sigi_Kec_19,-0.533842,121.565934,76.97,162.1,852.89,29.49,0.256,11,2017,Agriculture,108.93,2.2,29.49,0
Sigi,Sigi_Kec_11,-1.746339,122.460925,156.66,217.07,15.61,3.64,0.531,7,2015,Tree Cover,55.1,4.379,281.54,0
Tojo Una-Una,Tojo Una-Una_Kec_5,-0.698485,123.852017,99.75,137.64,437.62,10.34,0.27,11,2021,Tree Cover,164.5,1.573,1093.46,0
Sigi,Sigi_Kec_2,0.479247,120.661761,62.18,88.87,57.28,11.33,0.406,9,2019,Tree Cover,12.27,3.939,972.53,0
Morowali,Morowali_Kec_14,-0.385387,120.420327,95.19,184.35,275.89,19.84,0.31,10,2020,Tree Cover,186.4,3.933,443.09,0
Palu,Palu_Kec_10,-0.170421,122.059554,140.6,166.29,45.71,28.71,0.008,4,2017,Bareland,45.92,0.866,308.93,0
Banggai,Banggai_Kec_3,0.453842,119.935351,111.39,116.65,201.29,22.7,0.244,2,2021,Agriculture,93.6,2.109,227.81,0
Buol,Buol_Kec_6,-1.696555,124.438478,207.77,277.83,13.44,17.2,0.045,9,2015,Agriculture,68.06,4.536,193.85,0
Banggai Kepulauan,Banggai Kepulauan_Kec_6,0.213779,119.500524,166.91,223.68,10.6,2.01,0.666,6,2019,Tree Cover,1042.08,1.757,904.25,0
Banggai,Banggai_Kec_11,-1.293555,124.285334,213.41,234.92,280.5,6.98,0.008,8,2023,Bareland,342.88,4.62,82.09,0
Banggai Laut,Banggai Laut_Kec_10,0.449729,122.038809,113.13,163.57,305.44,23.96,0.772,12,2023,Tree Cover,335.43,3.849,1242.15,0
Poso,Poso_Kec_12,-0.031284,120.400748,90.62,139.46,125.85,21.3,0.492,12,2017,Agriculture,243.0,1.819,480.6,0
Banggai,Banggai_Kec_19,-1.024047,122.786642,143.14,148.56,4.73,15.17,0.058,4,2018,Bareland,75.44,4.985,687.76,0
Sigi,Sigi_Kec_1,-0.040189,122.667817,180.51,260.33,232.29,11.03,0.57,10,2021,Tree Cover,188.37,5.214,310.53,0
Sigi,Sigi_Kec_17,0.20211,120.506731,207.12,276.65,72.05,8.15,0.429,9,2015,Tree Cover,297.13,5.374,2319.54,0
Morowali,Morowali_Kec_16,0.971572,122.234239,213.35,260.3,157.97,13.0,0.38,1,2020,Tree Cover,228.37,5.519,290.58,0
Morowali,Morowali_Kec_6,-0.496898,121.716073,114.52,201.17,141.66,27.16,0.168,6,2018,Agriculture,107.14,3.591,1381.88,0
Parigi Moutong,Parigi Moutong_Kec_5,-0.88004,124.314351,133.03,200.8,487.66,5.84,0.244,12,2018,Agriculture,486.53,3.016,274.45,0
Parigi Moutong,Parigi Moutong_Kec_18,1.134585,122.857263,168.17,209.17,276.53,8.96,0.389,1,2023,Agriculture,824.63,3.188,938.34,0
Morowali Utara,Morowali Utara_Kec_15,0.307683,119.664063,184.9,250.81,121.98,49.01,-0.169,6,2016,Agriculture,503.11,4.528,1615.57,0
Donggala,Donggala_Kec_5,0.84994,119.945208,119.85,177.75,276.39,6.35,0.146,6,2016,Agriculture,287.37,0.055,258.14,0
Tojo Una-Una,Tojo Una-Una_Kec_12,0.004712,124.347668,72.45,77.63,85.79,22.12,0.341,8,2021,Built-up,3200.26,4.45,140.68,0
Poso,Poso_Kec_12,-0.506884,122.478998,164.25,236.58,558.47,10.49,0.211,5,2022,Agriculture,498.99,1.717,375.67,0
Tojo Una-Una,Tojo Una-Una_Kec_20,0.145922,120.358479,115.12,179.51,121.92,23.77,0.351,10,2015,Tree Cover,369.7,0.218,1548.4,0
Sigi,Sigi_Kec_10,-0.699619,120.92228,131.86,176.3,72.19,3.33,0.237,11,2024,Agriculture,282.26,4.842,2059.63,0
Tolitoli,Tolitoli_Kec_4,-0.631917,122.500588,189.34,278.29,0.23,10.04,0.351,5,2022,Agriculture,660.45,0.503,1821.23,0
Sigi,Sigi_Kec_5,-0.558127,124.426473,167.03,198.98,60.26,2.37,0.275,11,2023,Agriculture,236.13,4.488,133.83,1
Poso,Poso_Kec_5,-0.261983,120.204028,70.25,153.28,194.76,25.35,0.168,4,2020,Agriculture,1261.97,0.92,333.47,0
Sigi,Sigi_Kec_3,-0.300677,123.702181,146.63,177.57,347.02,5.67,0.481,1,2015,Tree Cover,1570.57,3.354,1535.21,0
Tolitoli,Tolitoli_Kec_4,1.163986,120.167535,134.82,150.69,42.45,26.2,0.323,11,2019,Agriculture,45.62,5.697,563.73,0
Palu,Palu_Kec_16,0.548969,120.618067,134.26,160.34,100.43,3.52,0.371,6,2021,Tree Cover,701.23,1.524,117.65,0
Palu,Palu_Kec_7,-1.175057,121.370817,183.19,212.41,328.25,21.18,0.048,11,2024,Agriculture,332.13,4.178,500.49,0
Palu,Palu_Kec_17,0.975638,122.974827,92.04,187.4,101.7,24.76,0.228,10,2018,Agriculture,490.14,5.629,1948.38,0
Tojo Una-Una,Tojo Una-Una_Kec_4,-1.222236,122.880233,235.66,281.79,7.81,21.47,0.077,11,2024,Bareland,331.85,1.699,254.8,0
Palu,Palu_Kec_3,-1.016557,122.527334,53.68,104.57,135.3,8.77,0.643,8,2015,Tree Cover,553.71,0.145,526.77,0
Poso,Poso_Kec_1,-0.592432,119.838199,65.33,160.38,141.06,25.68,0.14,1,2017,Agriculture,481.57,5.657,5235.12,0
Buol,Buol_Kec_4,0.019741,121.537876,151.92,159.47,9.85,18.57,0.454,11,2023,Agriculture,271.95,2.46,2578.93,0
Banggai Kepulauan,Banggai Kepulauan_Kec_7,-1.317434,119.942023,114.73,144.11,556.07,12.09,0.174,6,2021,Agriculture,277.73,1.046,258.53,0
Banggai Laut,Banggai Laut_Kec_12,-1.661938,121.802473,131.54,260.41,124.06,22.77,0.264,11,2024,Built-up,4138.81,1.186,232.82,0
Palu,Palu_Kec_3,-0.097807,121.078893,144.56,217.81,84.75,32.73,0.607,8,2021,Tree Cover,108.04,5.62,1435.04,0
Sigi,Sigi_Kec_9,-0.108383,119.780733,93.91,103.77,189.5,25.59,0.248,8,2018,Tree Cover,639.05,4.616,93.78,0
Morowali,Morowali_Kec_6,1.193799,122.946404,250.97,266.77,19.72,26.83,0.333,3,2015,Agriculture,54.0,3.715,458.21,1
Banggai,Banggai_Kec_19,-1.776063,124.483883,143.01,194.92,239.07,7.07,0.262,7,2016,Agriculture,114.13,4.368,953.46,0
Donggala,Donggala_Kec_19,0.947642,123.058586,185.28,270.23,238.05,8.43,0.306,2,2018,Agriculture,1214.85,2.079,1331.26,0
